Code,Year,Estimate,MOE,source,sumlevel,geoid,county,state,st,cnty,fips,Line_Type,Tenure,Race/ethnicity,Cost burden
T9_est30,2016,75,42,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Hispanic, any race",greater than 30% but less than or equal to 50%
T9_est31,2016,40,28,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Hispanic, any race",greater than 50%
T9_est32,2016,4,2,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Hispanic, any race",not computed (no/negative income)
T9_est33,2016,625,154,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Owner occupied,"other (including multiple races, non-Hispanic)",All
T9_est34,2016,440,131,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",less than or equal to 30%
T9_est35,2016,125,74,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 30% but less than or equal to 50%
T9_est36,2016,60,35,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 50%
T9_est37,2016,0,28,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",not computed (no/negative income)
T9_est38,2016,52130,1128,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,All,All
T9_est39,2016,19765,782,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,"White alone, non-Hispanic",All
T9_est40,2016,10255,583,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"White alone, non-Hispanic",less than or equal to 30%
T9_est41,2016,4080,363,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"White alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est42,2016,4820,487,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"White alone, non-Hispanic",greater than 50%
T9_est43,2016,610,186,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"White alone, non-Hispanic",not computed (no/negative income)
T9_est44,2016,26650,908,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,"Black or African-American alone, non-Hispanic",All
T9_est45,2016,10760,706,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",less than or equal to 30%
T9_est46,2016,6395,559,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est47,2016,8485,580,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",greater than 50%
T9_est48,2016,1010,235,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",not computed (no/negative income)
T9_est49,2016,995,119,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,"Asian alone, non-Hispanic",All
T9_est50,2016,420,97,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Asian alone, non-Hispanic",less than or equal to 30%
T9_est51,2016,185,77,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Asian alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est52,2016,250,101,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Asian alone, non-Hispanic",greater than 50%
T9_est53,2016,140,68,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Asian alone, non-Hispanic",not computed (no/negative income)
T9_est54,2016,120,82,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",All
T9_est55,2016,55,59,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",less than or equal to 30%
T9_est56,2016,60,56,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est57,2016,0,28,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 50%
T9_est58,2016,4,5,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",not computed (no/negative income)
T9_est59,2016,4,10,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,"Pacific Islander alone, non-Hispanic",All
T9_est60,2016,4,10,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",less than or equal to 30%
T9_est61,2016,0,28,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est62,2016,0,28,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",greater than 50%
T9_est63,2016,0,28,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",not computed (no/negative income)
T9_est64,2016,2755,280,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,"Hispanic, any race",All
T9_est65,2016,1210,186,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Hispanic, any race",less than or equal to 30%
T9_est66,2016,600,163,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Hispanic, any race",greater than 30% but less than or equal to 50%
T9_est67,2016,915,179,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Hispanic, any race",greater than 50%
T9_est68,2016,35,26,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"Hispanic, any race",not computed (no/negative income)
T9_est69,2016,1840,361,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Renter occupied,"other (including multiple races, non-Hispanic)",All
T9_est70,2016,905,225,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",less than or equal to 30%
T9_est71,2016,435,170,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",greater than 30% but less than or equal to 50%
T9_est72,2016,465,179,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",greater than 50%
T9_est73,2016,35,33,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",not computed (no/negative income)
T9_est1,2017,2900,89,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Total,Total: Occupied housing units,All,All
T9_est2,2017,2415,106,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied,All,All
T9_est3,2017,1060,70,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied,"White alone, non-Hispanic",All
T9_est4,2017,785,67,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"White alone, non-Hispanic",less than or equal to 30%
T9_est5,2017,145,39,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"White alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est6,2017,120,28,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"White alone, non-Hispanic",greater than 50%
T9_est7,2017,15,21,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"White alone, non-Hispanic",not computed (no/negative income)
T9_est8,2017,1030,81,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied,"Black or African-American alone, non-Hispanic",All
T9_est9,2017,740,86,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",less than or equal to 30%
T9_est10,2017,205,53,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est11,2017,70,32,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",greater than 50%
T9_est12,2017,10,9,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",not computed (no/negative income)
T9_est13,2017,20,12,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied,"Asian alone, non-Hispanic",All
T9_est14,2017,4,3,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Asian alone, non-Hispanic",less than or equal to 30%
T9_est15,2017,15,13,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Asian alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est16,2017,4,4,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Asian alone, non-Hispanic",greater than 50%
T9_est17,2017,0,17,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Asian alone, non-Hispanic",not computed (no/negative income)
T9_est18,2017,180,19,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",All
T9_est19,2017,150,21,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",less than or equal to 30%
T9_est20,2017,15,12,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est21,2017,15,12,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 50%
T9_est22,2017,4,2,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",not computed (no/negative income)
T9_est23,2017,0,17,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied,"Pacific Islander alone, non-Hispanic",All
T9_est24,2017,0,17,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",less than or equal to 30%
T9_est25,2017,0,17,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est26,2017,0,17,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 50%
T9_est27,2017,0,17,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",not computed (no/negative income)
T9_est28,2017,75,16,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied,"Hispanic, any race",All
T9_est29,2017,75,16,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Hispanic, any race",less than or equal to 30%
T9_est30,2017,0,17,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Hispanic, any race",greater than 30% but less than or equal to 50%
T9_est31,2017,0,17,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Hispanic, any race",greater than 50%
T9_est32,2017,0,17,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"Hispanic, any race",not computed (no/negative income)
T9_est33,2017,50,27,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Owner occupied,"other (including multiple races, non-Hispanic)",All
T9_est34,2017,40,23,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",less than or equal to 30%
T9_est35,2017,0,17,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 30% but less than or equal to 50%
T9_est36,2017,10,11,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 50%
T9_est37,2017,0,17,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",not computed (no/negative income)
T9_est38,2017,485,67,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,All,All
T9_est39,2017,250,60,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,"White alone, non-Hispanic",All
T9_est40,2017,170,53,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"White alone, non-Hispanic",less than or equal to 30%
T9_est41,2017,35,22,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"White alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est42,2017,35,23,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"White alone, non-Hispanic",greater than 50%
T9_est43,2017,10,13,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"White alone, non-Hispanic",not computed (no/negative income)
T9_est44,2017,195,43,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,"Black or African-American alone, non-Hispanic",All
T9_est45,2017,135,43,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",less than or equal to 30%
T9_est46,2017,10,10,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est47,2017,45,24,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",greater than 50%
T9_est48,2017,4,12,2013thru2017,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",not computed (no/negative income)
